Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
EUR 499000,Flybridge,Aicon power boats,"Used boat,Diesel",2007,20.41,5.28,GRP,Italy,93
EUR 499000,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2006,18.9,5.0,GRP,France,100
EUR 499000,Motor Yacht,,"Used boat,Diesel",2008,16.4,4.8,GRP,Croatia,30
EUR 499000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,13.43,4.2,PVC,France,34
EUR 499000,Flybridge,Princess power boats,"Used boat,Diesel",2008,19.3,5.03,GRP,Croatia,76
EUR 499000,Catamaran,Leopard power boats,"Used boat,Diesel",2015,15.54,7.64,GRP,Croatia,62
EUR 499000,Motor Yacht,Galeon power boats,Used boat,2013,17.7,4.7,,Poland,115
EUR 535441,Hardtop,Sealine power boats,"new boat from stock,Diesel",2020,13.55,4.2,GRP,Germany,55
EUR 535000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2004,20.0,5.25,GRP,Italy,80
EUR 535000,Flybridge,Sessa power boats,Used boat,2010,16.36,4.7,GRP,Netherlands,95
EUR 535000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2016,15.2,4.5,PVC,France,82
EUR 534000,Flybridge,Azimut power boats,"Used boat,Diesel",2008,21.6,5.5,GRP,Croatia,144
EUR 530000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1999,24.0,6.08,GRP,Croatia,30
EUR 530000,Flybridge,Ferretti power boats,"Used boat,Diesel",2002,22.33,5.48,GRP,Germany,52
EUR 530000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,22.56,5.21,GRP,Spain,72
EUR 530000,Motor Yacht,Blu Martin power boats,"Used boat,Diesel",2011,17.07,5.03,GRP,Italy,48
EUR 530000,Motor Yacht,Tuccoli power boats,"Used boat,Diesel",2017,13.65,4.1,GRP,Italy,59
EUR 529000,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2020,12.5,3.85,GRP,Germany,81
EUR 529000,Trawler,,Used boat,2002,16.2,4.92,Steel,Belgium,127
EUR 529000,Motor Yacht,Haines power boats,Used boat,2018,12.2,4.06,GRP,Netherlands,79
EUR 528900,Motor Yacht,Menorquin power boats,new boat from stock,0,13.2,4.0,,Spain,41
Â£ 479000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,15.79,4.27,GRP,Portugal,60
EUR 550000,Hardtop,Azimut power boats,"Used boat,Diesel",2006,20.65,5.07,GRP,Italy,106
EUR 550000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2013,15.44,4.47,GRP,Croatia,156
EUR 550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.81,5.03,GRP,Spain,36
EUR 550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,23.07,5.21,GRP,,100
EUR 550000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,14.78,4.2,PVC,France,52
EUR 550000,Center console boat,Pershing power boats,Used boat,2007,17.6,4.8,,Italy,59
EUR 550000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,19.5,5.12,PVC,Croatia,99
EUR 550000,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2000,22.78,5.68,GRP,Italy,32
EUR 550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,19.6,5.03,GRP,Portugal,124
EUR 550000,Sport Boat,,"new boat from stock,Diesel",2019,13.5,4.2,,Spain,133
EUR 550000,Motor Yacht,Overmarine power boats,"Used boat,Diesel",2004,23.23,5.6,GRP,France,63
EUR 550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,19.81,5.03,GRP,France,89
EUR 550000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2011,15.67,4.94,,Italy,112
EUR 550000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,19.5,5.12,PVC,Montenegro,46
EUR 550000,House Boat,Baikal power boats,"new boat on order,Diesel",2021,18.0,8.0,Steel,Russian,464
EUR 550000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2014,14.23,4.33,GRP,Egypt,81
EUR 578600,Hardtop,Cranchi power boats,"new boat on order,Diesel",2020,13.82,4.06,GRP,Switzerland,417
DKK 4300000,Flybridge,Astondoa power boats,Used boat,0,22.05,5.72,GRP,Spain,64
EUR 576384,Sport Boat,Cranchi power boats,new boat from stock,2020,11.85,3.53,GRP,Austria,214
EUR 575000,Flybridge,Azimut power boats,"Used boat,Diesel",2000,21.3,5.48,GRP,Spain,122
EUR 575000,Motor Yacht,,"Used boat,Electric",2016,14.0,4.3,Steel,Netherlands,95
EUR 575000,Motor Yacht,,"Used boat,Diesel",2016,14.0,4.3,Steel,Netherlands,37
EUR 573936,Hardtop,Sealine power boats,"new boat from stock,Diesel",2019,12.5,3.85,PVC,France,134
EUR 572200,Flybridge,Galeon power boats,"new boat on order,Diesel",2020,12.5,4.0,GRP,Germany,429
Â£ 519950,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,16.64,4.48,GRP,United,63
Â£ 519950,Hardtop,Princess power boats,"Used boat,Diesel",2012,16.61,4.45,,United,179
EUR 570000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2009,15.85,4.57,GRP,Croatia,27
EUR 570000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2009,16.87,4.81,,Italy,83
EUR 570000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,19.2,4.9,GRP,Greece,58
EUR 570000,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2003,26.59,6.17,GRP,Italy,137
EUR 570000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,17.0,4.9,PVC,France,131
EUR 595000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,18.9,5.0,GRP,Spain,56
EUR 595000,Mega Yacht,Vitech power boats,"Used boat,Diesel",2008,23.47,5.33,GRP,Spain,117
EUR 595000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,14.29,4.3,PVC,France,106
EUR 595000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,21.59,5.41,GRP,Greece,53
EUR 595000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,22.25,5.21,GRP,Greece,64
EUR 595000,Flybridge,Ferretti power boats,"Used boat,Diesel",2010,17.0,4.6,,Italy,80
EUR 595000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,15.1,4.27,PVC,France,52
EUR 595000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,15.1,4.27,PVC,France,102
EUR 595000,House Boat,,Used boat,2011,23.85,5.0,Steel,Netherlands,214
EUR 595000,Motor Yacht,VanDutch power boats,"new boat on order,Diesel",2020,12.33,3.42,,France,126
EUR 594000,Flybridge,Princess power boats,"Used boat,Diesel",2006,20.45,5.23,GRP,Spain,122
EUR 591192,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",0,15.57,4.57,GRP,Germany,129
EUR 590000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,17.92,4.85,GRP,Spain,127
EUR 590000,Flybridge,Aicon power boats,"Used boat,Diesel",2007,20.51,5.31,,Italy,58
EUR 590000,Flybridge,Princess power boats,"Used boat,Diesel",2006,20.43,5.2,GRP,France,72
EUR 625000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,17.53,5.0,GRP,Malta,34
EUR 625000,Passenger boat,,"Used boat,Diesel",1964,78.63,7.75,Steel,Netherlands,89
EUR 625000,Cabin Boat,Nimbus power boats,"new boat on order,Diesel",2020,13.16,3.75,GRP,Sweden,236
EUR 620000,Hardtop,Queens Yachts power boats,"Used boat,Diesel",2009,19.62,5.22,,Italy,95
DKK 4600000,Motor Yacht,Abacus power boats,Used boat,2010,18.66,5.0,GRP,Italy,55
Â£ 562352,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2018,15.19,4.5,PVC,United,74
EUR 615000,Trawler,,"new boat from stock,Diesel",2018,19.75,4.9,Steel,Netherlands,48
EUR 615000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2019,12.54,4.25,PVC,France,51
DKK 4573125,Flybridge,Greenline power boats,"new boat from stock,Unleaded",2020,14.43,4.49,GRP,Denmark,149
Â£ 560000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,16.18,4.3,GRP,United,74
EUR 610000,Flybridge,Ferretti power boats,"Used boat,Diesel",2007,18.33,5.25,,Italy,54
EUR 610000,Hardtop,Mochi Craft power boats,Used boat,2008,16.46,4.9,GRP,Italy,41
EUR 610000,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2007,19.2,5.2,GRP,Italy,45
EUR 606700,Motor Yacht,Galeon power boats,"new boat from stock,Diesel",0,14.35,4.37,GRP,Germany,52
Â£ 549950,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2016,15.19,4.5,PVC,United,41
EUR 600240,Motor Yacht,Fjord power boats,"new boat on order,Diesel",2020,13.45,4.24,PVC,France,102
EUR 650000,Motor Yacht,,"Used boat,Diesel",2007,20.2,5.6,,Russian,74
EUR 650000,Motor Yacht,Jongert power boats,"Used boat,Diesel",1996,19.03,6.2,Steel,Netherlands,44
EUR 650000,Motor Yacht,,"Used boat,Diesel",2002,24.99,,Steel,Croatia,47
EUR 650000,Flybridge,Spertini power boats,"Used boat,Diesel",2003,21.9,5.45,GRP,Italy,22
EUR 650000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2017,15.2,4.5,PVC,France,106
EUR 650000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,19.06,5.0,GRP,Croatia,50
EUR 650000,Motor Yacht,,"Used boat,Diesel",2002,25.0,5.6,,Italy,56
EUR 650000,Flybridge,Ferretti power boats,"Used boat,Diesel",2001,23.45,5.95,,Italy,43
EUR 650000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,17.6,4.63,GRP,Croatia,54
EUR 650000,Motor Yacht,Vismara power boats,"Used boat,Diesel",2008,16.49,4.55,,Italy,96
EUR 650000,Motor Yacht,Maxi Dolphin power boats,"Used boat,Diesel",2016,15.42,4.26,,Italy,60
EUR 650000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2003,22.0,5.61,GRP,France,45
EUR 649500,Trawler,Linssen power boats,Used boat,2005,14.95,4.88,Steel,Netherlands,88
EUR 649000,Motor Yacht,,"Used boat,Diesel",2001,25.3,6.1,,Spain,131
EUR 649000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2006,19.9,5.1,GRP,Netherlands,156
CHF 750000,Motor Yacht,Draco power boats,"Used boat,Unleaded",1983,9.0,3.2,GRP,Switzerland,224
EUR 690200,Flybridge,Sessa power boats,"new boat from stock,Diesel",0,14.27,4.39,GRP,Germany,58
EUR 690000,Motor Yacht,,"Used boat,Diesel",1998,19.96,5.68,,Italy,51
EUR 690000,Flybridge,Ferretti power boats,"Used boat,Diesel",2010,17.86,5.25,GRP,Croatia,89
EUR 690000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,22.25,5.41,GRP,Spain,49
EUR 690000,Flybridge,Diano power boats,"Used boat,Diesel",2007,23.95,6.1,,Italy,54
EUR 690000,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,21.69,5.08,GRP,Italy,78
EUR 690000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2013,15.0,4.2,GRP,Spain,73
EUR 690000,Motor Yacht,Baia power boats,Used boat,2007,25.0,5.96,,Spain,140
EUR 690000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2006,21.0,5.5,,Italy,97
EUR 690000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,18.29,4.97,GRP,France,108
EUR 690000,Flybridge,Tarquin power boats,"Used boat,Diesel",1998,25.8,5.75,GRP,Greece,82
EUR 689000,Flybridge,Sealine power boats,"new boat on order,Diesel",2020,13.9,4.48,GRP,Croatia,161
EUR 686000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,15.1,4.32,PVC,France,35
Â£ 625000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2017,16.15,4.3,GRP,France,97
Â£ 620000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,22.25,5.41,GRP,Croatia,40
EUR 748000,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,19.35,5.0,GRP,Croatia,47
EUR 745000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2016,17.92,4.79,GRP,Spain,123
EUR 745000,Motor Yacht,Riva power boats,Used boat,2008,17.57,4.64,GRP,Netherlands,122
EUR 744000,Flybridge,Brizo Yachts power boats,"new boat from stock,Diesel",2020,13.0,3.95,,Germany,113
DKK 5504063,Flybridge,Greenline power boats,"new boat from stock,Unleaded",2020,14.99,4.8,GRP,Denmark,127
EUR 735000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,23.44,5.03,GRP,Croatia,185
EUR 730000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2012,19.5,5.12,PVC,France,84
EUR 730000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.61,5.0,GRP,Italy,67
EUR 730000,Flybridge,Galeon power boats,"Used boat,Diesel",2017,16.2,4.46,GRP,Spain,107
EUR 730000,Motor Yacht,Galeon power boats,Used boat,2017,16.2,4.46,,Croatia,102
EUR 729000,Cabin Boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,13.9,4.4,GRP,Switzerland,200
EUR 729000,Mega Yacht,Galeon power boats,"Used boat,Diesel",2018,16.2,4.46,GRP,Spain,276
EUR 725000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2015,16.17,4.3,GRP,Spain,109
EUR 725000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,16.18,4.29,GRP,Spain,78
EUR 725000,Hardtop,Azimut power boats,"Used boat,Diesel",2013,18.41,4.9,,Italy,155
DKK 5360625,Motor Yacht,Greenline power boats,"new boat from stock,Unleaded",2020,14.99,4.8,GRP,Denmark,58
EUR 790000,Motor Yacht,Galeon power boats,Used boat,2009,19.96,5.22,GRP,Netherlands,73
EUR 790000,"Flybridge,Motor Yacht",Princess power boats,"Used boat,Diesel",2008,19.3,5.03,GRP,Greece,231
EUR 789000,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,14.29,4.3,GRP,Germany,73
EUR 785000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.75,5.03,GRP,Spain,59
EUR 780840,Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,13.82,4.06,GRP,Austria,104
EUR 780000,Motor Yacht,Fincantieri Yachts power boats,"Used boat,Diesel",2014,23.98,6.08,Steel,Slovenia,75
EUR 780000,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",0,15.64,4.32,GRP,Germany,65
EUR 780000,Flybridge,Princess power boats,"Used boat,Diesel",2010,18.91,5.03,,Italy,60
EUR 780000,"Flybridge,Motor Yacht",Prestige Yachts power boats,"Used boat,Diesel",2014,16.4,4.5,GRP,Austria,402
EUR 779000,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2015,16.76,5.0,GRP,Spain,130
EUR 776179,Sport Boat,Frauscher power boats,"new boat from stock,Diesel",2020,13.9,3.8,GRP,Switzerland,554
EUR 775000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2010,19.5,5.12,PVC,Greece,69
EUR 775000,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,21.64,5.33,GRP,France,87
Â£ 705000,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2020,15.85,4.51,GRP,United,149
EUR 772000,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,11.25,3.2,GRP,Austria,118
EUR 770000,Hardtop,Cranchi power boats,Used boat,2018,18.52,4.85,,Italy,109
EUR 835000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,24.97,6.0,GRP,Turkey,81
EUR 833000,Flybridge,Fairline power boats,"new boat from stock,Diesel",0,15.46,4.32,GRP,Germany,133
EUR 830000,Flybridge,Aicon power boats,Used boat,2007,19.99,5.31,GRP,Italy,56
EUR 830000,Flybridge,Princess power boats,"Used boat,Diesel",2016,16.66,4.75,,Estonia,191
EUR 830000,Flybridge,Azimut power boats,"Used boat,Diesel",2016,16.12,4.66,GRP,Italy,76
EUR 829000,Hardtop,Princess power boats,"Used boat,Diesel",2010,19.14,4.99,GRP,Croatia,75
EUR 825000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2015,18.5,4.7,,Italy,97
EUR 825000,Cabin Boat,Linssen power boats,"Used boat,Diesel",2008,15.75,4.88,Steel,Germany,139
Â£ 750000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2007,22.86,5.7,GRP,Turkey,68
Â£ 749950,Hardtop,Princess power boats,"Used boat,Diesel",2017,16.1,4.1,GRP,Spain,104
Â£ 749500,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,25.3,6.19,GRP,United,114
EUR 820000,Flybridge,,Diesel,2007,22.56,5.7,,Germany,75
EUR 820000,Flybridge,Princess power boats,"Used boat,Diesel",2017,16.66,4.75,GRP,Greece,76
EUR 815094,Motor Yacht,Menorquin power boats,new boat from stock,0,16.5,5.0,,Spain,68
EUR 814200,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,16.11,4.5,PVC,France,72
EUR 812000,Motor Yacht,,"new boat from stock,Diesel",2020,12.8,0.01,PVC,France,34
EUR 877250,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2016,15.0,4.0,,Spain,59
Â£ 799000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2019,15.98,4.48,,United,240
Â£ 799000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,24.99,5.52,GRP,Croatia,182
EUR 875000,Flybridge,,"Used boat,Diesel",2008,19.5,5.2,PVC,Spain,49
EUR 875000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,23.4,5.5,GRP,,67
EUR 874306,Trawler,Integrity power boats,"Used boat,Diesel",2017,16.23,4.8,GRP,Germany,81
Â£ 795000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2000,26.56,5.95,GRP,Spain,83
EUR 870000,Motor Yacht,Maiora power boats,"Used boat,Diesel",2004,23.1,5.75,GRP,Croatia,36
EUR 870000,Hardtop,Pershing power boats,Used boat,2008,20.4,5.5,,Croatia,194
EUR 870000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2009,19.88,5.67,GRP,Croatia,45
EUR 870000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,21.98,5.41,GRP,Greece,69
EUR 869000,Motor Yacht,Riva power boats,"Used boat,Diesel",2006,20.75,5.45,GRP,Greece,86
EUR 868000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2019,16.1,4.49,PVC,France,96
Â£ 790000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,21.98,5.7,GRP,Turkey,35
EUR 865000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,18.35,4.88,PVC,France,103
EUR 865000,Flybridge,,"Used boat,Diesel",2008,20.2,5.6,,Germany,108
EUR 930000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2015,18.34,4.72,GRP,Spain,57
EUR 925105,Flybridge,Prestige Yachts power boats,new boat from stock,2020,16.11,4.49,GRP,Netherlands,108
EUR 920000,Motor Yacht,Riviera power boats,Used boat,2017,17.29,4.88,GRP,France,32
EUR 910000,Motor Yacht,,"Used boat,Diesel",2005,23.0,5.7,,Germany,85
EUR 906100,Flybridge,Prestige Yachts power boats,new boat from stock,2020,18.7,4.84,GRP,Netherlands,63
Â£ 825000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2019,15.85,4.51,GRP,Jersey,46
EUR 900000,Hardtop,Cayman power boats,"Used boat,Diesel",2008,23.05,5.5,GRP,Italy,101
EUR 900000,Flybridge,Azimut power boats,"Used boat,Diesel",2011,17.88,4.95,GRP,Italy,56
EUR 900000,Motor Yacht,Selene power boats,Used boat,2009,20.98,1.73,,France,70
EUR 900000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,22.94,5.6,GRP,Italy,50
EUR 900000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2011,17.88,4.95,,Italy,121
EUR 900000,Flybridge,,"Used boat,Diesel",2002,24.2,6.1,,Spain,59
EUR 900000,Motor Yacht,Azimut power boats,"Used boat,Diesel",1991,30.0,6.2,GRP,France,743
EUR 899000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2000,25.0,6.0,,Croatia,82
EUR 899000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,13.25,4.27,GRP,Croatia,46
EUR 895000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,18.34,4.7,GRP,Spain,78
EUR 990000,Flybridge,Princess power boats,"Used boat,Diesel",2011,19.72,5.05,GRP,Croatia,98
EUR 990000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2010,20.34,4.91,GRP,Malta,36
EUR 990000,Flybridge,Princess power boats,"Used boat,Diesel",2009,22.0,5.48,,Croatia,61
EUR 990000,Flybridge,,"Used boat,Diesel",2020,15.2,4.43,PVC,France,102
EUR 989900,Flybridge,Azimut power boats,"Used boat,Diesel",1992,29.87,6.1,GRP,Croatia,132
EUR 989000,Flybridge,Princess power boats,"Used boat,Diesel",2014,19.39,5.0,,Spain,102
CHF 1060000,Flybridge,Princess power boats,"Used boat,Diesel",2020,15.55,4.34,GRP,Netherlands,292
Â£ 899950,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,24.38,6.0,GRP,,54
Â£ 899900,Flybridge,Fairline power boats,"Used boat,Diesel",2017,16.95,4.3,GRP,United,94
EUR 984000,Motor Yacht,Fiart Mare power boats,"new boat on order,Diesel",2020,14.65,4.37,PVC,France,73
EUR 983424,Sport Boat,Cranchi power boats,"Display Model,Diesel",2019,13.8,4.37,GRP,Italy,156
EUR 980000,Motor Yacht,Catarsi power boats,"Used boat,Diesel",2002,22.5,6.3,,Italy,40
EUR 980000,Motor Yacht,Monte Carlo power boats,Used boat,2012,19.82,5.2,,France,67
EUR 980000,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2005,24.95,6.17,GRP,Italy,39
EUR 980000,Flybridge,Azimut power boats,"Used boat,Diesel",2013,20.15,5.0,GRP,Turkey,82
EUR 980000,Motor Yacht,,"Used boat,Diesel",2014,23.0,6.0,Steel,Netherlands,69
EUR 1050000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,17.37,4.72,GRP,Malta,58
EUR 1050000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,21.04,5.07,GRP,Croatia,59
EUR 1050000,Motor Yacht,,"Used boat,Diesel",2007,23.85,5.8,GRP,Greece,68
Â£ 950000,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,16.76,4.61,GRP,United,32
Â£ 949000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,17.37,4.72,GRP,Spain,49
EUR 1040000,Mega Yacht,Pershing power boats,"Used boat,Diesel",2006,23.49,5.51,GRP,Italy,133
EUR 1039000,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",0,16.92,4.52,GRP,Germany,107
EUR 1027922,Flybridge,Absolute power boats,"new boat from stock,Diesel",0,15.2,4.43,GRP,Germany,64
EUR 1027774,Motor Yacht,Cranchi power boats,new boat from stock,2018,15.82,4.67,GRP,Netherlands,66
EUR 1027000,Motor Yacht,,"new boat from stock,Diesel",2020,17.6,5.0,,United,56
EUR 1020000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2010,22.56,5.7,GRP,Turkey,52
EUR 1020000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2016,19.5,5.1,GRP,Croatia,869
EUR 1015000,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",0,16.92,4.52,GRP,Germany,101
Â£ 925000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,18.01,4.72,GRP,Italy,78
Â£ 925000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,19.2,5.13,GRP,France,58
EUR 1150000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2013,21.07,5.08,GRP,Spain,83
EUR 1150000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.21,4.87,GRP,Switzerland,166
EUR 1150000,Hardtop,Pershing power boats,Used boat,2009,20.04,5.0,GRP,Netherlands,73
EUR 1150000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2010,21.37,5.58,GRP,Italy,85
EUR 1150000,Flybridge,Dominator power boats,"Used boat,Diesel",2014,19.75,5.15,GRP,Montenegro,92
EUR 1150000,Motor Yacht,,Used boat,2006,27.4,6.43,GRP,Netherlands,115
EUR 1150000,Flybridge,Prestige Yachts power boats,new boat from stock,2019,18.7,4.84,GRP,Netherlands,93
EUR 1144500,Motor Yacht,Brizo Yachts power boats,"new boat from stock,Diesel",2020,15.1,4.6,,Germany,141
Â£ 1040000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.37,4.61,GRP,Turkey,24
Â£ 1038734,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2019,18.9,4.88,PVC,United,63
